,문화예술,스포츠,관광,취미오락,휴식,사회기타,여가비용,평일여가시간,휴일여가시간,평일여가충분도,휴일여가충분도,공공여가시설충분도,민간여가산업만족도,일과여가의균형_B,일과여가의균형_C,여가인식:삶의필수요건,여가인식:삶의영향력,성별 ,교육수준,배우자유무,주평균근무시간,여가생활만족도
4738,0.09090909090909091,0.0,0.0,0.1764705882352941,0.75,0.375,4.0,3.0,5.0,7,7,4.5,5.0,0,0,7,7,W,B,N,0.0,B
4740,0.18181818181818182,0.1764705882352941,0.2727272727272727,0.4117647058823529,0.625,0.25,1.0,1.0,3.0,7,7,5.5,5.333333333333333,0,0,6,6,M,A,Y,1.0,A
4741,0.09090909090909091,0.0,0.18181818181818182,0.1764705882352941,0.875,0.75,2.0,1.0,2.0,4,5,4.5,5.0,0,0,3,6,W,B,Y,0.0,A
4742,0.36363636363636365,0.1764705882352941,0.36363636363636365,0.29411764705882354,0.5,0.5,3.0,3.0,3.0,6,5,5.5,5.0,1,0,5,5,W,B,Y,1.0,B
4747,0.09090909090909091,0.058823529411764705,0.36363636363636365,0.29411764705882354,0.625,0.5,4.0,1.0,3.0,4,6,6.0,5.0,0,1,7,7,M,B,N,3.0,B
4748,0.4545454545454546,0.23529411764705882,0.5454545454545454,0.6470588235294118,1.0,0.5,2.0,4.0,4.0,7,7,5.0,5.333333333333333,0,1,6,6,W,B,Y,0.0,B
4754,0.18181818181818182,0.1764705882352941,0.2727272727272727,0.23529411764705882,0.125,0.0,2.0,1.0,2.0,2,5,3.0,3.3333333333333335,0,0,5,5,W,B,Y,0.0,A
4756,0.2727272727272727,0.058823529411764705,0.4545454545454546,0.5294117647058824,0.75,0.375,3.0,1.0,1.0,3,2,4.0,4.0,0,0,7,7,W,A,Y,0.0,A
4758,0.09090909090909091,0.1764705882352941,0.4545454545454546,0.6470588235294118,0.875,0.375,3.0,1.0,4.0,4,4,4.0,6.0,1,0,6,6,M,B,N,0.0,B
4759,0.09090909090909091,0.1764705882352941,0.2727272727272727,0.29411764705882354,0.625,0.5,3.0,1.0,5.0,2,5,5.5,5.0,1,0,6,6,M,B,Y,1.0,B
4762,0.09090909090909091,0.11764705882352941,0.09090909090909091,0.47058823529411764,0.625,0.25,3.0,1.0,1.0,6,6,1.0,2.0,1,0,5,5,M,B,N,2.0,A
4764,0.09090909090909091,0.058823529411764705,0.09090909090909091,0.3529411764705882,0.75,0.375,2.0,1.0,1.0,5,5,1.0,2.0,0,0,4,4,W,B,N,0.0,A
4773,0.09090909090909091,0.0,0.09090909090909091,0.5294117647058824,0.75,0.375,2.0,1.0,1.0,5,5,1.0,4.0,0,0,5,6,W,B,N,0.0,A
4774,0.09090909090909091,0.058823529411764705,0.18181818181818182,0.5294117647058824,0.75,0.375,3.0,1.0,1.0,5,5,1.0,2.0,0,0,4,5,M,B,Y,2.0,A
4775,0.09090909090909091,0.058823529411764705,0.36363636363636365,0.3529411764705882,0.875,0.375,3.0,1.0,1.0,3,4,2.0,3.3333333333333335,0,0,6,5,W,A,N,2.0,A
4776,0.09090909090909091,0.11764705882352941,0.09090909090909091,0.47058823529411764,0.625,0.375,1.0,1.0,1.0,5,5,2.0,3.0,0,0,7,7,M,A,N,0.0,B
4777,0.18181818181818182,0.058823529411764705,0.18181818181818182,0.29411764705882354,0.75,0.5,2.0,1.0,1.0,5,5,2.0,2.0,1,0,5,6,W,A,Y,0.0,B
4778,0.09090909090909091,0.058823529411764705,0.09090909090909091,0.47058823529411764,0.875,0.375,3.0,1.0,1.0,5,5,2.0,4.0,0,1,4,5,M,B,N,1.0,B
4779,0.09090909090909091,0.11764705882352941,0.2727272727272727,0.29411764705882354,0.625,0.5,3.0,1.0,1.0,5,5,1.0,3.3333333333333335,1,0,5,5,W,B,Y,0.0,B
4783,0.18181818181818182,0.058823529411764705,0.18181818181818182,0.4117647058823529,0.625,0.5,1.0,1.0,2.0,6,6,5.5,4.666666666666667,0,1,6,6,W,B,N,1.0,B
4786,0.09090909090909091,0.058823529411764705,0.18181818181818182,0.3529411764705882,0.75,0.375,1.0,1.0,2.0,4,3,4.0,6.0,1,0,6,6,W,B,N,3.0,B
4787,0.18181818181818182,0.11764705882352941,0.2727272727272727,0.23529411764705882,1.0,0.375,2.0,1.0,1.0,2,2,4.0,4.0,0,0,5,5,M,B,Y,3.0,A
4791,0.09090909090909091,0.1764705882352941,0.36363636363636365,0.29411764705882354,0.875,0.375,4.0,1.0,1.0,1,1,4.0,5.666666666666667,1,0,6,6,W,A,Y,0.0,A
4793,0.18181818181818182,0.1764705882352941,0.18181818181818182,0.23529411764705882,0.5,0.375,2.0,1.0,2.0,4,4,3.0,6.666666666666667,1,0,4,4,W,A,Y,0.0,A
4795,0.18181818181818182,0.23529411764705882,0.36363636363636365,0.4117647058823529,0.75,0.5,4.0,2.0,2.0,6,5,4.0,3.3333333333333335,1,0,6,6,M,B,N,1.0,B
4796,0.2727272727272727,0.11764705882352941,0.2727272727272727,0.5294117647058824,0.875,0.375,1.0,1.0,2.0,5,4,5.0,5.0,1,0,6,6,W,B,N,0.0,B
4797,0.18181818181818182,0.058823529411764705,0.09090909090909091,0.4117647058823529,0.625,0.375,2.0,1.0,1.0,4,4,4.0,4.0,1,0,5,5,W,B,N,0.0,B
4799,0.18181818181818182,0.11764705882352941,0.6363636363636364,0.3529411764705882,0.75,0.375,3.0,3.0,3.0,4,4,4.5,4.666666666666667,1,0,5,5,M,B,N,3.0,B
4800,0.2727272727272727,0.11764705882352941,0.7272727272727273,0.3529411764705882,0.875,0.375,2.0,3.0,3.0,4,4,4.5,5.0,1,0,5,5,W,B,Y,1.0,B
4802,0.18181818181818182,0.1764705882352941,0.7272727272727273,0.4117647058823529,0.875,0.375,3.0,2.0,3.0,4,4,4.5,4.333333333333333,1,0,6,6,W,B,N,1.0,B
4809,0.09090909090909091,0.11764705882352941,0.7272727272727273,0.29411764705882354,0.75,0.375,3.0,4.0,4.0,5,5,4.5,4.666666666666667,1,0,5,5,W,A,N,1.0,A
4818,0.09090909090909091,0.058823529411764705,0.36363636363636365,0.47058823529411764,0.375,0.375,2.0,2.0,3.0,5,5,4.0,4.0,1,0,5,5,M,B,N,0.0,A
4819,0.09090909090909091,0.1764705882352941,0.18181818181818182,0.47058823529411764,0.375,0.375,1.0,1.0,2.0,3,4,4.0,4.0,0,0,6,6,M,B,Y,1.0,A
4822,0.18181818181818182,0.058823529411764705,0.0,0.11764705882352941,0.25,0.0,1.0,1.0,2.0,4,6,3.5,4.666666666666667,0,0,4,5,W,B,N,0.0,A
4823,0.09090909090909091,0.11764705882352941,0.0,0.11764705882352941,0.5,0.25,3.0,2.0,5.0,7,7,3.5,4.333333333333333,1,0,7,7,M,B,N,2.0,B
4825,0.09090909090909091,0.058823529411764705,0.36363636363636365,0.11764705882352941,0.625,0.375,1.0,1.0,2.0,3,3,1.5,5.333333333333333,0,0,7,7,M,B,N,2.0,A
4830,0.09090909090909091,0.058823529411764705,0.2727272727272727,0.1764705882352941,0.375,0.25,1.0,1.0,1.0,4,3,2.0,5.666666666666667,0,0,7,5,M,A,Y,2.0,A
4836,0.09090909090909091,0.1764705882352941,0.09090909090909091,0.29411764705882354,0.5,0.375,1.0,1.0,2.0,4,5,1.5,4.0,0,0,7,7,W,B,N,1.0,A
4839,0.09090909090909091,0.058823529411764705,0.18181818181818182,0.1764705882352941,0.5,0.25,1.0,1.0,1.0,2,2,2.0,4.333333333333333,0,0,6,6,W,B,N,1.0,A
4843,0.09090909090909091,0.058823529411764705,0.0,0.1764705882352941,0.5,0.25,2.0,2.0,5.0,6,7,4.5,4.333333333333333,0,1,5,5,W,B,N,0.0,B
4844,0.09090909090909091,0.058823529411764705,0.09090909090909091,0.23529411764705882,0.25,0.25,2.0,1.0,2.0,4,5,4.5,4.666666666666667,1,0,7,7,W,A,Y,1.0,A
4845,0.09090909090909091,0.058823529411764705,0.18181818181818182,0.11764705882352941,0.25,0.375,2.0,2.0,1.0,4,4,4.0,3.6666666666666665,1,0,7,7,W,B,Y,0.0,A
4847,0.09090909090909091,0.058823529411764705,0.0,0.1764705882352941,0.375,0.25,3.0,1.0,3.0,4,5,4.5,4.666666666666667,0,0,5,6,W,B,Y,1.0,A
4850,0.09090909090909091,0.058823529411764705,0.09090909090909091,0.5294117647058824,0.75,0.375,1.0,1.0,1.0,4,4,2.0,3.0,0,0,5,6,W,B,N,0.0,A
4851,0.09090909090909091,0.058823529411764705,0.2727272727272727,0.4117647058823529,0.875,0.625,3.0,1.0,1.0,4,4,2.0,4.0,0,0,5,5,M,B,Y,2.0,A
4854,0.18181818181818182,0.1764705882352941,0.36363636363636365,0.47058823529411764,0.75,0.5,3.0,1.0,1.0,5,5,1.0,3.3333333333333335,0,0,4,5,M,B,Y,1.0,A
4855,0.09090909090909091,0.058823529411764705,0.09090909090909091,0.47058823529411764,0.75,0.375,1.0,1.0,1.0,3,2,2.0,3.0,0,0,5,5,W,B,N,0.0,A
4858,0.09090909090909091,0.11764705882352941,0.18181818181818182,0.4117647058823529,0.75,0.375,1.0,1.0,1.0,4,4,1.0,2.3333333333333335,1,0,5,7,M,B,N,0.0,A
4860,0.09090909090909091,0.0,0.0,0.29411764705882354,0.75,0.125,1.0,4.0,4.0,7,7,4.0,4.0,0,1,5,5,W,B,N,2.0,A
4862,0.09090909090909091,0.0,0.0,0.47058823529411764,0.75,0.375,4.0,2.0,5.0,5,7,4.0,4.333333333333333,0,0,4,4,M,B,N,3.0,A
4865,0.18181818181818182,0.11764705882352941,0.36363636363636365,0.3529411764705882,0.625,0.5,3.0,2.0,2.0,6,6,5.5,6.666666666666667,1,0,5,5,W,B,Y,0.0,B
4866,0.2727272727272727,0.29411764705882354,0.36363636363636365,0.1764705882352941,0.375,0.375,4.0,2.0,3.0,6,6,6.0,5.0,1,0,7,7,W,B,Y,3.0,B
4869,0.09090909090909091,0.0,0.2727272727272727,0.23529411764705882,0.5,0.375,1.0,2.0,2.0,6,6,2.0,2.3333333333333335,0,1,7,7,W,B,Y,0.0,A
4870,0.09090909090909091,0.058823529411764705,0.0,0.1764705882352941,0.5,0.375,1.0,1.0,2.0,4,5,2.5,3.0,0,0,6,6,M,A,N,1.0,A
4873,0.18181818181818182,0.23529411764705882,0.2727272727272727,0.29411764705882354,0.625,0.625,3.0,2.0,5.0,6,6,3.0,3.0,1,0,7,6,M,B,Y,2.0,B
4874,0.18181818181818182,0.11764705882352941,0.2727272727272727,0.5294117647058824,0.75,0.625,3.0,1.0,1.0,1,1,3.0,7.0,0,0,6,6,W,A,Y,0.0,A
4883,0.18181818181818182,0.29411764705882354,0.0,0.47058823529411764,0.625,0.375,2.0,1.0,1.0,2,2,2.5,2.0,0,0,5,5,M,B,N,1.0,A
4884,0.2727272727272727,0.5882352941176471,0.36363636363636365,0.6470588235294118,1.0,0.375,3.0,1.0,2.0,2,3,2.0,5.0,0,0,5,5,M,B,N,2.0,A
4887,0.09090909090909091,0.1764705882352941,0.0,0.3529411764705882,0.25,0.125,2.0,1.0,1.0,4,4,4.0,4.666666666666667,0,1,5,5,W,B,N,2.0,B
4891,0.09090909090909091,0.058823529411764705,0.18181818181818182,0.1764705882352941,0.125,0.375,2.0,1.0,1.0,4,4,4.0,4.666666666666667,1,0,5,5,W,B,Y,1.0,A
4893,0.09090909090909091,0.0,0.2727272727272727,0.1764705882352941,0.5,0.375,1.0,1.0,1.0,2,4,4.0,4.666666666666667,0,0,4,4,W,A,Y,0.0,A
4899,0.09090909090909091,0.11764705882352941,0.0,0.23529411764705882,0.25,0.25,2.0,1.0,2.0,5,5,6.5,6.0,0,1,4,4,M,B,N,0.0,B
4901,0.18181818181818182,0.11764705882352941,0.2727272727272727,0.5294117647058824,0.75,0.25,4.0,1.0,1.0,6,6,5.0,5.0,0,1,6,6,W,B,N,0.0,B
4902,0.09090909090909091,0.11764705882352941,0.0,0.1764705882352941,0.375,0.25,3.0,2.0,3.0,6,6,5.5,4.0,0,1,5,5,M,B,N,0.0,B
4905,0.09090909090909091,0.11764705882352941,0.0,0.23529411764705882,0.5,0.25,1.0,1.0,1.0,6,6,5.5,5.0,1,0,4,4,M,A,Y,1.0,A
4907,0.18181818181818182,0.058823529411764705,0.4545454545454546,0.5294117647058824,0.875,0.375,3.0,3.0,4.0,7,7,5.5,4.0,1,0,6,6,W,A,Y,1.0,A
4908,0.18181818181818182,0.1764705882352941,0.36363636363636365,0.47058823529411764,0.75,0.375,3.0,3.0,3.0,6,6,4.0,4.333333333333333,1,0,6,6,W,A,N,1.0,B
4910,0.18181818181818182,0.058823529411764705,0.2727272727272727,0.3529411764705882,0.75,0.375,3.0,2.0,2.0,6,6,5.0,5.333333333333333,0,1,7,6,W,A,N,0.0,B
4911,0.09090909090909091,0.29411764705882354,0.09090909090909091,0.4117647058823529,0.75,0.625,1.0,5.0,5.0,7,7,5.0,5.666666666666667,0,0,6,6,M,B,N,0.0,B
4913,0.18181818181818182,0.0,0.18181818181818182,0.4117647058823529,0.75,0.5,1.0,2.0,5.0,5,7,5.0,5.333333333333333,1,0,6,6,M,A,N,1.0,B
4914,0.09090909090909091,0.1764705882352941,0.2727272727272727,0.23529411764705882,0.625,0.5,1.0,4.0,4.0,7,7,4.0,5.666666666666667,1,0,4,4,W,A,N,0.0,A
4916,0.09090909090909091,0.0,0.18181818181818182,0.29411764705882354,0.75,0.5,3.0,4.0,5.0,4,6,2.5,5.0,1,0,6,5,M,A,N,1.0,A
4922,0.2727272727272727,0.11764705882352941,0.2727272727272727,0.4117647058823529,0.5,0.375,3.0,4.0,4.0,5,6,3.0,4.666666666666667,1,0,6,5,M,B,N,0.0,B
4923,0.09090909090909091,0.0,0.0,0.29411764705882354,0.625,0.25,1.0,5.0,5.0,5,5,5.0,5.0,0,1,6,6,M,B,N,0.0,B
4924,0.2727272727272727,0.1764705882352941,0.4545454545454546,0.47058823529411764,0.5,0.375,2.0,4.0,5.0,4,4,2.0,5.0,0,0,6,6,W,A,N,3.0,A
4925,0.18181818181818182,0.11764705882352941,0.5454545454545454,0.29411764705882354,0.875,0.5,3.0,3.0,3.0,4,5,5.0,6.0,1,0,6,6,W,B,Y,0.0,A
4926,0.09090909090909091,0.11764705882352941,0.6363636363636364,0.4117647058823529,0.625,0.375,4.0,2.0,5.0,3,6,4.0,5.666666666666667,1,0,6,6,W,B,N,2.0,B
4927,0.09090909090909091,0.058823529411764705,0.2727272727272727,0.3529411764705882,0.625,0.375,3.0,2.0,3.0,3,3,3.0,5.0,1,0,6,6,W,B,Y,0.0,A
4928,0.09090909090909091,0.23529411764705882,0.18181818181818182,0.29411764705882354,0.625,0.375,4.0,3.0,3.0,4,4,2.5,5.0,1,0,6,6,M,B,N,0.0,B
4929,0.09090909090909091,0.0,0.18181818181818182,0.11764705882352941,0.625,0.5,2.0,2.0,2.0,5,6,5.5,6.333333333333333,1,0,6,6,W,A,N,1.0,A
4936,0.18181818181818182,0.058823529411764705,0.2727272727272727,0.5294117647058824,0.625,0.375,4.0,2.0,5.0,5,6,4.0,4.0,0,0,5,5,W,A,N,0.0,A
4937,0.09090909090909091,0.11764705882352941,0.36363636363636365,0.47058823529411764,0.75,0.5,4.0,2.0,4.0,4,5,3.5,6.0,0,0,5,5,W,B,Y,2.0,A
4938,0.36363636363636365,0.23529411764705882,0.18181818181818182,0.6470588235294118,0.625,0.5,3.0,2.0,3.0,4,6,2.0,3.3333333333333335,1,0,3,4,M,B,N,1.0,A
4941,0.5454545454545454,0.7647058823529411,0.2727272727272727,0.8235294117647058,0.75,0.625,3.0,1.0,3.0,4,5,3.5,4.333333333333333,1,0,5,6,M,B,N,1.0,B
4944,0.09090909090909091,0.0,0.18181818181818182,0.47058823529411764,0.625,0.375,4.0,1.0,3.0,2,4,2.5,3.3333333333333335,0,0,6,6,W,A,N,3.0,A
4947,0.09090909090909091,0.23529411764705882,0.36363636363636365,0.4117647058823529,0.375,0.5,1.0,1.0,2.0,4,6,3.0,6.0,0,0,5,5,M,B,Y,1.0,B
4951,0.18181818181818182,0.4117647058823529,0.4545454545454546,0.3529411764705882,0.5,0.5,3.0,1.0,2.0,4,4,5.0,5.0,1,0,5,5,M,B,N,1.0,B
4952,0.09090909090909091,0.1764705882352941,0.36363636363636365,0.23529411764705882,0.5,0.375,1.0,1.0,1.0,3,3,5.0,5.333333333333333,1,0,7,7,W,B,N,0.0,A
4954,0.09090909090909091,0.11764705882352941,0.2727272727272727,0.11764705882352941,0.625,0.5,1.0,1.0,4.0,4,7,4.5,4.0,0,0,6,6,M,B,N,2.0,B
4957,0.09090909090909091,0.058823529411764705,0.18181818181818182,0.3529411764705882,0.625,0.5,4.0,2.0,2.0,4,3,4.5,5.0,0,0,7,7,M,B,Y,3.0,A
4959,0.5454545454545454,0.23529411764705882,0.18181818181818182,0.3529411764705882,0.25,0.25,4.0,1.0,2.0,7,7,2.5,6.666666666666667,0,1,7,7,M,B,N,1.0,B
4963,0.2727272727272727,0.11764705882352941,0.18181818181818182,0.5294117647058824,0.625,0.625,2.0,2.0,4.0,6,6,4.5,5.0,0,1,7,6,M,B,N,0.0,A
4964,0.2727272727272727,0.058823529411764705,0.5454545454545454,0.5294117647058824,0.625,0.625,4.0,2.0,4.0,7,7,3.5,4.333333333333333,0,1,7,7,W,B,N,0.0,B
4971,0.18181818181818182,0.1764705882352941,0.2727272727272727,0.5294117647058824,0.625,0.5,3.0,3.0,5.0,7,7,4.5,4.666666666666667,0,0,6,7,W,B,N,0.0,A
4972,0.09090909090909091,0.0,0.18181818181818182,0.1764705882352941,0.5,0.5,1.0,2.0,4.0,4,4,4.0,7.0,0,0,4,4,M,B,Y,3.0,A
4974,0.18181818181818182,0.058823529411764705,0.18181818181818182,0.11764705882352941,0.75,0.5,1.0,1.0,4.0,3,3,3.0,6.333333333333333,0,0,4,5,W,B,Y,1.0,A
4977,0.2727272727272727,0.11764705882352941,0.18181818181818182,0.3529411764705882,0.75,0.375,3.0,2.0,5.0,5,5,4.0,5.0,1,0,7,6,M,B,N,1.0,B
4978,0.09090909090909091,0.0,0.18181818181818182,0.23529411764705882,0.25,0.25,1.0,1.0,1.0,3,3,2.0,5.333333333333333,0,0,6,6,W,B,Y,0.0,A
4981,0.09090909090909091,0.1764705882352941,0.18181818181818182,0.058823529411764705,0.25,0.375,1.0,1.0,1.0,1,4,1.5,4.0,0,0,6,6,W,B,Y,1.0,A
4983,0.09090909090909091,0.11764705882352941,0.36363636363636365,0.11764705882352941,0.375,0.25,1.0,1.0,5.0,4,4,2.0,4.333333333333333,0,0,6,7,M,A,N,2.0,B
4988,0.09090909090909091,0.0,0.2727272727272727,0.23529411764705882,0.375,0.375,2.0,1.0,2.0,3,6,2.0,5.333333333333333,0,0,6,6,M,B,N,2.0,A
4993,0.09090909090909091,0.11764705882352941,0.2727272727272727,0.29411764705882354,0.375,0.375,2.0,1.0,4.0,3,4,5.0,4.666666666666667,1,0,5,6,W,B,Y,0.0,A
4996,0.18181818181818182,0.058823529411764705,0.2727272727272727,0.29411764705882354,0.375,0.5,4.0,2.0,4.0,5,6,6.0,5.666666666666667,0,1,6,6,W,B,Y,0.0,B
4999,0.18181818181818182,0.11764705882352941,0.2727272727272727,0.4117647058823529,0.125,0.25,4.0,2.0,3.0,7,7,6.0,5.333333333333333,0,1,6,7,M,B,Y,1.0,B
5001,0.09090909090909091,0.058823529411764705,0.18181818181818182,0.4117647058823529,0.25,0.25,1.0,1.0,2.0,3,4,5.0,5.333333333333333,1,0,6,6,W,B,Y,0.0,B
5007,0.09090909090909091,0.0,0.18181818181818182,0.29411764705882354,0.25,0.25,3.0,1.0,2.0,2,3,4.5,4.666666666666667,0,1,5,4,W,B,Y,0.0,A
5010,0.18181818181818182,0.23529411764705882,0.4545454545454546,0.5294117647058824,0.875,0.5,1.0,1.0,1.0,2,3,5.0,5.0,0,1,7,7,W,B,Y,0.0,A
5014,0.09090909090909091,0.0,0.5454545454545454,0.23529411764705882,0.75,0.375,3.0,1.0,1.0,4,2,2.0,6.0,1,0,6,6,W,B,Y,1.0,B
5016,0.09090909090909091,0.11764705882352941,0.36363636363636365,0.3529411764705882,0.875,0.5,1.0,3.0,4.0,6,7,5.5,5.333333333333333,1,0,6,6,W,B,Y,1.0,B
5017,0.09090909090909091,0.1764705882352941,0.36363636363636365,0.6470588235294118,1.0,0.375,4.0,2.0,4.0,6,6,4.5,4.0,1,0,6,6,M,B,N,3.0,B
5030,0.09090909090909091,0.058823529411764705,0.2727272727272727,0.058823529411764705,0.25,0.375,4.0,2.0,3.0,5,6,4.5,4.333333333333333,1,0,4,4,W,A,Y,0.0,A
5040,0.09090909090909091,0.058823529411764705,0.2727272727272727,0.3529411764705882,0.75,0.5,3.0,2.0,2.0,5,5,5.0,4.666666666666667,0,1,5,5,M,B,N,1.0,A
5043,0.09090909090909091,0.0,0.0,0.4117647058823529,0.75,0.5,1.0,2.0,2.0,5,5,4.0,4.333333333333333,1,0,5,5,W,B,Y,0.0,A
5046,0.09090909090909091,0.058823529411764705,0.36363636363636365,0.47058823529411764,0.875,0.625,1.0,2.0,2.0,5,5,4.5,4.333333333333333,1,0,5,6,W,B,Y,0.0,B
5047,0.09090909090909091,0.0,0.0,0.4117647058823529,0.75,0.375,1.0,2.0,2.0,4,4,4.5,4.333333333333333,1,0,5,6,M,B,N,0.0,A
5052,0.09090909090909091,0.058823529411764705,0.0,0.4117647058823529,0.375,0.5,3.0,2.0,3.0,4,6,4.0,4.666666666666667,1,0,7,7,M,B,N,0.0,B
5053,0.09090909090909091,0.0,0.09090909090909091,0.3529411764705882,0.75,0.375,2.0,2.0,4.0,6,6,4.0,5.0,1,0,7,7,W,B,N,0.0,B
5054,0.09090909090909091,0.0,0.4545454545454546,0.3529411764705882,0.5,0.625,2.0,2.0,2.0,7,7,4.5,4.666666666666667,0,1,7,7,M,B,Y,1.0,B
5055,0.09090909090909091,0.11764705882352941,0.0,0.23529411764705882,0.875,0.625,2.0,1.0,2.0,6,6,5.0,4.666666666666667,1,0,6,6,M,B,Y,1.0,B
5056,0.18181818181818182,0.11764705882352941,0.5454545454545454,0.47058823529411764,0.5,0.5,1.0,2.0,3.0,5,5,4.5,5.0,0,1,6,6,W,B,N,0.0,A
5061,0.09090909090909091,0.3529411764705882,0.09090909090909091,0.4117647058823529,0.5,0.375,3.0,2.0,4.0,5,5,4.5,5.666666666666667,0,0,5,5,M,B,N,0.0,B
5062,0.09090909090909091,0.1764705882352941,0.09090909090909091,0.4117647058823529,0.5,0.5,3.0,3.0,3.0,5,5,4.0,4.666666666666667,1,0,5,6,M,A,N,3.0,A
5064,0.09090909090909091,0.1764705882352941,0.09090909090909091,0.4117647058823529,0.625,0.375,1.0,5.0,5.0,7,7,3.5,4.666666666666667,0,1,5,5,M,A,Y,0.0,A
5065,0.18181818181818182,0.23529411764705882,0.18181818181818182,0.5882352941176471,0.75,0.375,1.0,3.0,4.0,6,7,4.5,4.333333333333333,0,1,6,5,M,A,N,0.0,B
5066,0.09090909090909091,0.11764705882352941,0.5454545454545454,0.5882352941176471,1.0,0.5,3.0,3.0,4.0,6,6,4.5,5.666666666666667,1,0,6,7,M,A,Y,2.0,A
5068,0.09090909090909091,0.0,0.18181818181818182,0.1764705882352941,0.375,0.25,4.0,1.0,1.0,5,5,2.0,1.3333333333333333,1,0,6,6,M,B,N,3.0,B
5070,0.09090909090909091,0.058823529411764705,0.36363636363636365,0.1764705882352941,0.5,0.625,4.0,2.0,4.0,3,3,4.0,3.6666666666666665,0,1,6,6,W,B,N,1.0,A
5072,0.09090909090909091,0.0,0.18181818181818182,0.11764705882352941,0.75,0.25,3.0,2.0,4.0,2,2,4.5,3.6666666666666665,1,0,5,5,W,B,Y,1.0,A
5073,0.09090909090909091,0.0,0.36363636363636365,0.11764705882352941,0.75,0.5,2.0,2.0,2.0,5,5,3.5,3.6666666666666665,1,0,4,4,W,B,N,0.0,A
5074,0.09090909090909091,0.0,0.2727272727272727,0.23529411764705882,0.625,0.5,3.0,1.0,1.0,4,4,3.5,3.6666666666666665,0,1,5,5,W,B,Y,1.0,A
5076,0.18181818181818182,0.11764705882352941,0.09090909090909091,0.1764705882352941,0.375,0.5,2.0,2.0,3.0,4,4,4.5,3.6666666666666665,1,0,5,5,M,A,N,1.0,B
5080,0.2727272727272727,0.23529411764705882,0.0,0.47058823529411764,0.875,0.5,2.0,1.0,5.0,4,7,3.0,4.0,1,0,3,6,M,B,N,0.0,B
5082,0.18181818181818182,0.47058823529411764,0.6363636363636364,0.6470588235294118,0.75,0.5,4.0,3.0,4.0,5,6,5.0,4.0,0,1,7,7,M,B,N,0.0,B
5085,0.18181818181818182,0.11764705882352941,0.36363636363636365,0.29411764705882354,0.75,0.375,4.0,2.0,5.0,3,6,4.5,4.333333333333333,1,0,5,6,M,B,Y,3.0,A
5086,0.09090909090909091,0.1764705882352941,0.4545454545454546,0.4117647058823529,0.75,0.625,2.0,5.0,5.0,6,6,2.0,4.666666666666667,0,0,5,5,M,B,Y,0.0,B
5091,0.09090909090909091,0.11764705882352941,0.18181818181818182,0.23529411764705882,0.5,0.5,2.0,4.0,5.0,7,7,4.0,4.666666666666667,0,1,4,5,W,A,N,0.0,B
5092,0.09090909090909091,0.1764705882352941,0.0,0.23529411764705882,0.375,0.25,3.0,3.0,5.0,5,6,4.0,4.666666666666667,0,1,6,5,M,A,N,0.0,A
5096,0.18181818181818182,0.11764705882352941,0.09090909090909091,0.5882352941176471,0.875,0.625,3.0,3.0,5.0,7,7,5.5,5.666666666666667,0,1,7,7,W,B,N,1.0,B
5101,0.18181818181818182,0.0,0.36363636363636365,0.47058823529411764,0.5,0.375,4.0,4.0,5.0,5,5,2.0,4.333333333333333,1,0,7,7,W,B,N,1.0,A
5104,0.09090909090909091,0.058823529411764705,0.2727272727272727,0.5294117647058824,0.75,0.5,3.0,1.0,4.0,4,4,3.5,4.0,1,0,5,4,M,B,Y,2.0,A
5105,0.09090909090909091,0.058823529411764705,0.18181818181818182,0.6470588235294118,0.875,0.375,2.0,2.0,4.0,4,5,3.5,4.0,1,0,5,5,W,A,N,1.0,A
5106,0.09090909090909091,0.0,0.18181818181818182,0.47058823529411764,0.75,0.5,3.0,2.0,3.0,4,5,4.5,4.333333333333333,0,0,4,5,W,B,N,2.0,A
5109,0.09090909090909091,0.0,0.18181818181818182,0.4117647058823529,0.625,0.375,3.0,1.0,3.0,4,5,3.0,4.0,1,0,7,5,M,B,N,1.0,A
5110,0.18181818181818182,0.0,0.36363636363636365,0.23529411764705882,0.75,0.5,2.0,1.0,5.0,6,5,3.0,4.0,0,0,6,6,W,B,Y,2.0,A
5111,0.18181818181818182,0.058823529411764705,0.2727272727272727,0.6470588235294118,0.625,0.5,2.0,3.0,5.0,6,6,4.0,4.0,1,0,5,5,M,B,N,0.0,A
5112,0.09090909090909091,0.0,0.2727272727272727,0.23529411764705882,0.375,0.375,1.0,2.0,4.0,3,4,4.0,5.0,0,0,5,6,W,B,Y,0.0,A
5114,0.18181818181818182,0.058823529411764705,0.4545454545454546,0.23529411764705882,0.25,0.5,4.0,2.0,2.0,4,4,5.0,4.333333333333333,0,1,5,5,M,A,Y,1.0,B
5115,0.09090909090909091,0.0,0.09090909090909091,0.11764705882352941,0.625,0.375,4.0,2.0,2.0,4,4,4.0,4.0,0,1,6,6,M,B,N,0.0,B
5116,0.09090909090909091,0.058823529411764705,0.2727272727272727,0.1764705882352941,0.75,0.5,4.0,2.0,3.0,4,4,4.0,4.0,0,0,6,6,M,B,Y,1.0,A
5117,0.09090909090909091,0.058823529411764705,0.36363636363636365,0.1764705882352941,0.875,0.5,4.0,2.0,3.0,4,4,4.0,4.0,0,0,6,6,M,B,Y,3.0,A
